station code,Station name,Type of water body,srcYear,srcStateName,Minimum temperature of water,Maximum temperature of water,Minimum dissolved oxygen.,Maximum dissolved oxygen.,Minimum potential of Hydrogen(Ph) values.,Maximum potential of Hydrogen(Ph) values.,Minimum conductivity required for water quality,Maximum conductivity required for water quality,Minimum biochemical oxygen demand (BOD) required for water quality,Maximum biochemical oxygen demand (BOD) required for water quality,Minimum  of Nitrate N + Nitrite N required,Maximum  of Nitrate N + Nitrite N required,Minimum  of Faecal Coliforms(coliform bacteria is associated with faecal matter) .,Maximum   of Faecal Coliforms(coliform bacteria is associated with faecal matter) .,Minimum coliform required for different water bodies,Maximum coliform required for different water bodies,YearCode,Year
3692,KUNDUVADAKERE,TANK,2018,KARNATAKA,25,34,6.8,7.3,7.1,8.2,102,300,2.4,3,0,0.5,110,800,500,1600,2018,"Calendar Year (Jan - Dec), 2018"
3963,RANIGUDAPOND,POND,2018,ODISHA,21,34,2.3,16.2,7.4,8.8,595,1020,2.5,18.1,0.5,6.5,170,16000,20,16000,2018,"Calendar Year (Jan - Dec), 2018"
1686,"BAHOURLAKE,PONDICHERRY",LAKE,2018,PUDUCHERRY,29,34,5.5,8.9,6.6,8.5,335,748,0,3,0,1.7,27,80,130,220,2018,"Calendar Year (Jan - Dec), 2018"
2217,"SUBHAGYAKUNDAPONDKAMAKHYATEMPLE,GUWAHATI,ASS",POND,2018,ASSAM,22,30,4.5,11,6.3,8.1,282,441,2.8,16,0.2,2.4,2,21000,2,21000,2018,"Calendar Year (Jan - Dec), 2018"
2218,"DEEPARBEELATBORAGAONNEARIASST,GUWAHATI,ASSA",POND,2018,ASSAM,24,33,3.8,13.1,6.1,9.7,125,325,2.6,14.8,0.1,1.7,2,910,2,4200,2018,"Calendar Year (Jan - Dec), 2018"
2219,BISHNUPUSKARPUKHURIOFHAYAGRIBMADHABTEMPLE,POND,2018,ASSAM,20,34,4.7,11,6.8,8.7,195,225,3.9,14,0.1,2.1,2,1500,2,4300,2018,"Calendar Year (Jan - Dec), 2018"
2220,"CHANDDUBIBEEL,CHANDDUBI,ASSAM",POND,2018,ASSAM,20,36,4.6,10.6,5.8,7.6,18,42,1.4,4.5,0.2,1.4,2,910,2,2300,2018,"Calendar Year (Jan - Dec), 2018"
2221,"GANGAPUKHURI,NALBARI(GORDONSCHOOL),ASSAM",POND,2018,ASSAM,22,36,0,10,6.9,8.3,50,58,1.5,7,0.2,1.3,2,1500,300,7500,2018,"Calendar Year (Jan - Dec), 2018"
2222,"RAJADINIAPUKHURIATABHAYAPURI,ASSAM",POND,2018,ASSAM,22,38,4.8,5.6,6.5,7.9,10,112,1.1,2.8,0.1,1.1,2,2100,2,3900,2018,"Calendar Year (Jan - Dec), 2018"
2223,"MAHAMAYAMANDIRPUKHURI,ASSAM",POND,2018,ASSAM,23,35,2,6.2,6.6,7.8,43,51,1.3,2.4,0.1,1.1,2,1500,730,29000,2018,"Calendar Year (Jan - Dec), 2018"
2224,"RAJAPUKHURIATGAURIPUR,ASSAM",POND,2018,ASSAM,22,36,4.8,7,6.8,7.7,53,76,1.2,4,0.1,1.2,2,1500,360,3900,2018,"Calendar Year (Jan - Dec), 2018"
2225,"BASKANDIPONDINSIDETHEBASKANDIMADRASA,BASKAND",POND,2018,ASSAM,20,25,3.1,5.6,6.8,7.2,94,136,2.3,5,0.4,4.3,2,730,2,2000,2018,"Calendar Year (Jan - Dec), 2018"
2226,"SIVASAGARTANK(BORPUKHURI)NEARSIVADOL,ASSAM",POND,2018,ASSAM,18,33,4,7.8,6.2,7.9,18,33,1.2,4.2,0.1,1.1,2,360,360,1100,2018,"Calendar Year (Jan - Dec), 2018"
2227,"HORDAIPUKHURI,CHARAIDEW,ASSAM",POND,2018,ASSAM,21,33,5.5,8.1,6.5,7.8,23,34,1.8,3.4,0.3,1.9,2,910,360,1400,2018,"Calendar Year (Jan - Dec), 2018"
2228,"GALABEELATDERGAON,ASSAM",POND,2018,ASSAM,21,31,5.5,9.5,6,7.7,29,37,1,2.6,0.1,1.4,2,2000,2,21000,2018,"Calendar Year (Jan - Dec), 2018"
3772,BORPUKHURIATSONARI,POND,2018,ASSAM,19,33,4.9,8.5,6.3,7.5,50,95,1.6,4,0.6,1.6,2,720,360,1500,2018,"Calendar Year (Jan - Dec), 2018"
3806,PONDWATERFROMRAMKRISHNAMISSIONATHAILAKANDI,POND,2018,ASSAM,21,25,4,4.2,6.7,7.3,104,166,2.6,4.1,0.7,1.3,2,1500,2,2000,2018,"Calendar Year (Jan - Dec), 2018"
3953,CHILKAATRAMBHA,LAKE,2018,ODISHA,11,26,6.2,11,7.9,9.1,12580,31890,0.3,2,0,1.9,,2200,2,3500,2018,"Calendar Year (Jan - Dec), 2018"
3809,JORPUKHURIATUZANBAZAR(UGRATALATEMPLE),POND,2018,ASSAM,23,32,3.2,8.4,6.8,8.9,302,364,2.8,23.5,0.2,3.8,360,240000,730,240000,2018,"Calendar Year (Jan - Dec), 2018"
4006,NETAIPUKHURIATNETAIPUKHURI,POND,2018,ASSAM,20,32,2.5,6.5,6.2,7.9,20,49,1.3,2.8,0.1,1.3,600,910,910,2100,2018,"Calendar Year (Jan - Dec), 2018"
1532,"*GOYSAGARTANK,SIBSAGAR,ASSAM",TANK,2018,ASSAM,21,32,5,8.3,6.1,7.7,10,27,0.9,3.2,0.1,1.6,2,730,300,1100,2018,"Calendar Year (Jan - Dec), 2018"
1297,"HARIKELAKEATHARIKEVILLAGE,PUNJAB",LAKE,2018,PUNJAB,12,32,6.3,7.6,7,7.8,183,368,1.6,3,0.8,1.5,230,2200,490,4700,2018,"Calendar Year (Jan - Dec), 2018"
1382,"HARIKELAKED/SFROMCANAL,PUNJAB",LAKE,2018,PUNJAB,12,34,6.3,7.8,7,7.9,234,334,1.6,3,0.7,1.4,230,2100,490,4300,2018,"Calendar Year (Jan - Dec), 2018"
1285,"PICHOLALAKEATUDAIPUR(WATERINTAKEPOINT),RAJA",LAKE,2018,RAJASTHAN,16,32,6,7.2,7.9,8.9,530,700,0.6,2.3,1.7,3.1,9,372,28,150,2018,"Calendar Year (Jan - Dec), 2018"
1286,UDAISAGARLAKEATUDAIPUR(INTAKEPT.)RAJASTHAN,LAKE,2018,RAJASTHAN,16,30,5.4,6.1,7.9,8.8,1060,1480,1.7,4,0,2.7,14,28,28,150,2018,"Calendar Year (Jan - Dec), 2018"
1414,"PUSHKARLAKE,RAJASTHAN",LAKE,2018,RAJASTHAN,18,29,2.3,5.7,6.7,7.9,330,750,1.5,9.6,1.1,3.1,7,20,14,120,2018,"Calendar Year (Jan - Dec), 2018"
1481,"FATEHSAGARLAKEATUDAIPURINTAKEPOINTOFPHED,",LAKE,2018,RAJASTHAN,16,31,6.2,7.2,7.9,8.7,610,780,0.9,3.3,1.7,3.1,11,20,75,150,2018,"Calendar Year (Jan - Dec), 2018"
3592,YEDIYURLAKE,LAKE,2018,KARNATAKA,24,30,5,7.8,6.5,8.2,265,1128,3,5,0.2,4.7,490,12000,3500,92000,2018,"Calendar Year (Jan - Dec), 2018"
1714,"KAYALANAJHEELJODHPUR,RAJASTHAN",LAKE,2018,RAJASTHAN,21.2,34,5.3,9.2,7.4,9,250,360,0.6,2.7,1.3,4.5,4,11,7,28,2018,"Calendar Year (Jan - Dec), 2018"
1716,"NAKKILAKE,MT.ABU,RAJASTHAN",LAKE,2018,RAJASTHAN,10,27.5,4.6,6.5,7.3,8.1,240,300,0.2,2.8,1.8,3.1,4,14,7,28,2018,"Calendar Year (Jan - Dec), 2018"
2935,"LAKEJETSAGAR,BUNDI,RAJASTHAN",LAKE,2018,RAJASTHAN,18,31,2.7,5.4,7.4,8.3,410,790,0.9,3.7,1.3,3.2,7,64,20,150,2018,"Calendar Year (Jan - Dec), 2018"
2937,"LAKESILISERH,ALWAR,RAJASTHAN",LAKE,2018,RAJASTHAN,17,33,5.4,7.3,7.3,8.3,210,330,1.1,3.1,1.8,3.1,4,14,7,28,2018,"Calendar Year (Jan - Dec), 2018"
2938,"LAKERAJSAMAND,RAJSAMANDPOINTNO.1,RAJSAMAND,",LAKE,2018,RAJASTHAN,19,28,3.2,5.7,7.9,8.4,510,710,0.6,3.3,2.1,3.1,7,20,28,93,2018,"Calendar Year (Jan - Dec), 2018"
2939,"LAKERAJSAMAND,RAJSAMANDPOINTNO.2,RAJSAMAND,",LAKE,2018,RAJASTHAN,18.5,27.5,3.3,5.7,7.9,8.4,480,720,0.7,3.2,1.8,3.1,7,14,28,75,2018,"Calendar Year (Jan - Dec), 2018"
2940,"GAPESAGARLAKE,DUNGARPUR,RAJASTHAN",LAKE,2018,RAJASTHAN,12,28,4.2,5.4,7.4,8.1,520,960,0.9,4.4,1.8,2.7,7,21,28,93,2018,"Calendar Year (Jan - Dec), 2018"
2941,"LAKEJAISAMAND,SALUMBER,UDAIPUR,POINTNO.1,RA",LAKE,2018,RAJASTHAN,14,30,6.6,7.8,7.6,8.1,500,660,0.6,2.4,1.8,2.7,9,23,28,75,2018,"Calendar Year (Jan - Dec), 2018"
2942,"LAKEJAISAMAND,SALUMBER,UDAIPUR,POINTNO.2,RA",LAKE,2018,RAJASTHAN,14,30,6.6,7.6,1.8,8.1,510,670,1.1,2.5,1.8,3,11,20,75,93,2018,"Calendar Year (Jan - Dec), 2018"
2943,"LODHATALAB,BANSWARADUNGARPURROAD,BANSWARA,R",LAKE,2018,RAJASTHAN,18,29,3.2,5.7,6.8,8.3,630,1110,1.1,3.7,2.3,3.1,14,28,75,150,2018,"Calendar Year (Jan - Dec), 2018"
2944,"JALMAHAL,JAIPUR,RAJASTHAN",LAKE,2018,RAJASTHAN,18,32,1.8,7.2,7.2,9,440,5300,3.2,28,0,3.1,21,75,150,210,2018,"Calendar Year (Jan - Dec), 2018"
4179,"BADIKATALAB,UDAIPUR",POND,2018,RAJASTHAN,16,30,6.2,7.2,7.8,8.2,340,500,0.8,2.1,2.5,3.1,4,14,11,28,2018,"Calendar Year (Jan - Dec), 2018"
1420,"KODAIKANALLAKE,TAMILNADU",LAKE,2018,TAMILNADU,17,25,6.5,7.4,6.4,7.3,102,163,2.1,6.1,0.3,2.4,33,79,48,84,2018,"Calendar Year (Jan - Dec), 2018"
1421,"UDHAGAMADALEMLAKE(OOTY),TAMILNADU",LAKE,2018,TAMILNADU,16,18,2,6.6,6.5,7.4,6,630,1.6,13.2,0.5,3.4,110,2200,390,4700,2018,"Calendar Year (Jan - Dec), 2018"
1452,"YERCAUDLAKE,SALEM,TAMILNADU",LAKE,2018,TAMILNADU,25,28,6.2,8.6,6.2,7.9,286,426,0.8,8.1,0.4,1.6,78,630,380,1400,2018,"Calendar Year (Jan - Dec), 2018"
3007,"VEERANAMLAKEATCUDDALORE,TAMILNADU",LAKE,2018,TAMILNADU,29,35,3.9,7.9,7.5,8.3,256,529,0.9,6.9,0.3,1,34,1100,130,2800,2018,"Calendar Year (Jan - Dec), 2018"
3008,"POONDILAKEATTHIRUVALLUR,TAMILNADU",LAKE,2018,TAMILNADU,8.1,32,3.1,7.4,7.1,8.9,364,2610,2,36,0.2,1.1,2,460,490,2220,2018,"Calendar Year (Jan - Dec), 2018"
3009,"REDDHILLSATTHIRUVALLUR,TAMILNADU",LAKE,2018,TAMILNADU,31,31,4.2,7.6,7.5,9.2,396,575,2,10,0.1,1.3,2,210,260,2220,2018,"Calendar Year (Jan - Dec), 2018"
3010,"PORURLAKEATTHIRUVALLUR,TAMILNADU",LAKE,2018,TAMILNADU,31,31,4.3,7.8,6.3,9.1,360,1373,2,17,0.1,1.2,2,340,320,2800,2018,"Calendar Year (Jan - Dec), 2018"
1391,"HUSSAINSAGARLAKE,BUDAMERU",LAKE,2018,TELANGANA,20,29,0.1,2.2,7.3,7.8,1204,1588,10,22,1.2,26.4,20,480,260,15000,2018,"Calendar Year (Jan - Dec), 2018"
3011,"PULICATELAKEATTHIRUVALLUR,TAMILNADU",LAKE,2018,TAMILNADU,31,31,2.9,7,6.3,8.1,29900,181400,2,20,0,2.4,2,110,,1400,2018,"Calendar Year (Jan - Dec), 2018"
1788,"SAROONAGAR,RANGAREDDYDIST.",LAKE,2018,TELANGANA,26,34,0,0.1,7.1,7.7,1088,1711,14,28,0.6,24.1,40,420,520,14500,2018,"Calendar Year (Jan - Dec), 2018"
1789,"HIMAYATSAGARLAKE,R.R.DIST.",LAKE,2018,TELANGANA,26,31,5,6.6,7.5,9.2,302,378,1,3,0.2,2.4,2,30,10,200,2018,"Calendar Year (Jan - Dec), 2018"
2340,"LAXMINARAYANACHEVURUATEDULABAD,RANGAREDDY",LAKE,2018,TELANGANA,25,28,2.3,5.4,6.9,8.6,1197,1469,6,18,1.2,5.5,2,180,140,8000,2018,"Calendar Year (Jan - Dec), 2018"
2341,"MIRALAMLAKENEARZOOPARK,RANGAREDDY",LAKE,2018,TELANGANA,26,34,0,3.9,7.3,7.9,1355,1678,6,20,2.1,11.6,2,220,80,12000,2018,"Calendar Year (Jan - Dec), 2018"
2342,"NOORMD.KUNTA,KATTEDAN,RANGAREDDY",LAKE,2018,TELANGANA,26,30,0,0.1,7.4,8,1870,2988,24,45,1.6,23.6,20,800,370,11000,2018,"Calendar Year (Jan - Dec), 2018"
3068,"RAMAPPALAKE,WARANGAL",LAKE,2018,TELANGANA,26,32,5.1,6.8,7.2,8.2,215,390,2,3,0,1.6,2,25,10,300,2018,"Calendar Year (Jan - Dec), 2018"
3069,"SHAMEERPETLAKE,SHAMEERPET,RANGAREDDY",LAKE,2018,TELANGANA,25,28,3.9,6,7.1,8.1,435,771,2,8,0.3,2.6,2,120,10,500,2018,"Calendar Year (Jan - Dec), 2018"
3070,"FOXSAGAR,JEEDIMETLA,RANGAREDDY",LAKE,2018,TELANGANA,26,29,0.9,4.1,7.1,7.9,980,1480,6,16,0.2,13.9,2,320,120,8000,2018,"Calendar Year (Jan - Dec), 2018"
3071,"LANGARHOUSELAKE,HYDERABAD",LAKE,2018,TELANGANA,26,29,0.1,1.1,7.1,7.6,1085,1534,10,39,0.1,18,2,800,120,16500,2018,"Calendar Year (Jan - Dec), 2018"
3072,"SAFILGUDALAKE,RANGAREDDY",LAKE,2018,TELANGANA,20,29,0,2.3,7.4,7.8,1210,1790,10,20,0.9,22.1,2,800,176,14000,2018,"Calendar Year (Jan - Dec), 2018"
3073,"HASMATHPETLAKE,HASMATHPET,RANGAREDDY",LAKE,2018,TELANGANA,24,29,0,1,7.4,8,1180,1617,14,20,3.8,15.6,2,800,110,10500,2018,"Calendar Year (Jan - Dec), 2018"
3074,"BANJARALAKE,BANJARAHILLS,RANGAREDDY",LAKE,2018,TELANGANA,18,29,0,1,7,7.8,880,1296,12,60,0.3,18,2,800,220,13000,2018,"Calendar Year (Jan - Dec), 2018"
4229,NEKNAMPURLAKE,LAKE,2018,TELANGANA,25,29,0,0.5,7.1,7.3,1162,1816,15,40,0,48.5,2,420,21,800,2018,"Calendar Year (Jan - Dec), 2018"
4234,"UMDASAGARLAKE,SHAMSHABAD",LAKE,2018,TELANGANA,26,29,2,44.1,7.2,8.8,686,1140,1,16,0.2,38.3,2,96,17,1600,2018,"Calendar Year (Jan - Dec), 2018"
4235,LAKEKAMUNI(SHAMSHABADLAKE),LAKE,2018,TELANGANA,27,33,0,5.5,7.3,8.3,1345,1947,9,23,2.2,23,2,220,14,580,2018,"Calendar Year (Jan - Dec), 2018"
2344,"NALLACHEVURU,RANGAREDDY",POND,2018,TELANGANA,27,30,0.1,0.1,7.6,7.9,1480,1652,20,22,0,28.4,30,60,400,10500,2018,"Calendar Year (Jan - Dec), 2018"
2345,"SAICHEVURU,NEARTANNERYINDUSTRIES,DESAIPET,WA",POND,2018,TELANGANA,25,31,0,4.2,6.9,8.4,3460,30590,28,286,1.2,49.6,2,480,480,35525,2018,"Calendar Year (Jan - Dec), 2018"
2346,"BHADRAKALICHEVURU,BHADRAKALITEMPLE,WARANGAL",POND,2018,TELANGANA,24,32,3.8,5.8,7.1,8.4,386,798,2,3,0.1,3.7,2,23,17,800,2018,"Calendar Year (Jan - Dec), 2018"
2347,"ASANIKUNTA,KAJIPALLY,MEDAK",POND,2018,TELANGANA,24,30,0,0.1,5.4,7.7,7040,12580,99,278,40.8,62.8,4,100,125,3225,2018,"Calendar Year (Jan - Dec), 2018"
2357,DURGAMCHEVURU,POND,2018,TELANGANA,26,36,1,3.9,7.2,8.1,1007,1380,4,18,0.5,26,2,220,120,9750,2018,"Calendar Year (Jan - Dec), 2018"
2359,PEDDACHEVURU,POND,2018,TELANGANA,26,34,0,1,7.2,7.8,1330,1968,11,29,1.1,50,2,520,236,12000,2018,"Calendar Year (Jan - Dec), 2018"
3075,"RANGADHAMUNICHERUVU,RANGAREDDY",POND,2018,TELANGANA,26,32,0,2.6,7.2,7.9,921,1610,8,20,0.9,21.1,10,480,180,12000,2018,"Calendar Year (Jan - Dec), 2018"
3076,"AMBERCHERUVU,KUKATPALLY,RANGAREDDY",POND,2018,TELANGANA,26,30,0,2,7.4,7.9,1240,1708,12,32,2,23,2,800,162,10500,2018,"Calendar Year (Jan - Dec), 2018"
3077,"KAPRACHERUVU,KAPRA,RANGAREDDY",POND,2018,TELANGANA,26,30,1.9,4,7.3,8.1,1189,1614,6,12,2.3,8.7,2,420,156,5500,2018,"Calendar Year (Jan - Dec), 2018"
3078,"PRAGATHINAGARCHERUVU,KUKATPALLY,RANGAREDDY",POND,2018,TELANGANA,25,28,0,1.9,7.3,7.9,1243,1758,14,38,0.6,9.8,2,480,120,1600,2018,"Calendar Year (Jan - Dec), 2018"
1447,DHARMASAGARTANKNEARWARANGAL,TANK,2018,TELANGANA,24,30,5.2,6,7.5,8.4,257,410,2,3,0,1,2,24,8,200,2018,"Calendar Year (Jan - Dec), 2018"
1464,BIBINAGARTANK,TANK,2018,TELANGANA,18,31,4.9,6.8,7.5,8.5,530,880,3,60,6.8,18.5,5,125,57,1450,2018,"Calendar Year (Jan - Dec), 2018"
1780,"GANDIGUDEM,MEDAKDISTRICT",TANK,2018,TELANGANA,24,34,4.8,7.9,7,8.1,1782,2414,16,24,0.4,52.3,6,250,124,4000,2018,"Calendar Year (Jan - Dec), 2018"
1783,"KISTAREDDYPETTANK,MEDAKDIST.",TANK,2018,TELANGANA,24,29,3.2,6.4,6.3,7.7,2586,5760,10,30,11,51.7,2,100,29,1675,2018,"Calendar Year (Jan - Dec), 2018"
2343,"PREMAJIPETTANK,KATTEDAN,RANGAREDDY",TANK,2018,TELANGANA,26,34,0,1.7,7.2,7.6,3270,5930,16,40,2.1,9.8,2,540,120,1600,2018,"Calendar Year (Jan - Dec), 2018"
2348,"KAJIPALLYTANK,KAJIPALLY,MEDAK",TANK,2018,TELANGANA,27,27,5,5.8,7.1,7.2,4670,5450,12,14,0,32.8,,,,,2018,"Calendar Year (Jan - Dec), 2018"
2358,MALLAPURTANK,TANK,2018,TELANGANA,26,30,0,0.1,7.2,8.1,1447,2008,22,41,0.3,13,55,800,320,18000,2018,"Calendar Year (Jan - Dec), 2018"
3084,"WADDEPALLYTANK,KAZIPET,WARANGAL",TANK,2018,TELANGANA,25,29,4.5,6.2,7.5,8.3,59,683,3,80,0.6,4.5,2,25,4,300,2018,"Calendar Year (Jan - Dec), 2018"
3086,"SAKITANK,PATANCHERU,RANGAREDDY",TANK,2018,TELANGANA,23,30,4.1,7.2,6.3,7.9,860,1326,3,8,10.6,34.4,2,100,22,1350,2018,"Calendar Year (Jan - Dec), 2018"
4222,"KONERU,KONDAGATTUTEMPLE,JAGITIYAL",TANK,2018,TELANGANA,26,28,0.1,4.6,7.1,7.8,514,2700,3,140,0.3,19.9,2,220,24,1600,2018,"Calendar Year (Jan - Dec), 2018"
4223,"VEMULAWADATEMPLEKONERU,KARIMNAGAR",TANK,2018,TELANGANA,26,28,0.1,1.8,6.9,7.5,912,1688,12,190,0,35.6,2,27,56,520,2018,"Calendar Year (Jan - Dec), 2018"
4224,"YADADRITEMPLE,YADADRI,BOREWELL/KONERU",TANK,2018,TELANGANA,28,28,4.2,4.2,7.1,7.1,773,773,4,4,0,5.1,7,7,38,38,2018,"Calendar Year (Jan - Dec), 2018"
4225,"JOGULAMBATEMPLE,GADWAL",TANK,2018,TELANGANA,27,30,3.2,6.2,7.5,8.3,456,988,2,24,0,11.2,9,80,15,240,2018,"Calendar Year (Jan - Dec), 2018"
4228,"IBRAHIMCHERUVU,RAJENDRANAGAR",TANK,2018,TELANGANA,28,28,0,0.1,7.1,7.3,1424,1769,19,32,10.4,31,11,240,26,560,2018,"Calendar Year (Jan - Dec), 2018"
4230,"KISTAIPALLYCHERUVU,KISTAIPALLYVILLAGE,JINNARAM",TANK,2018,TELANGANA,24,29,5.7,8.5,6.9,7.6,3640,4710,7,18,10.5,24.4,2,5,9,52,2018,"Calendar Year (Jan - Dec), 2018"
4231,"RAYAMCHERUVU,BONTHAPALLYVILLAGE,JINNARAMMANDA",TANK,2018,TELANGANA,23,29,4.4,7,0.9,7.7,667,1054,5,88,7.5,54.4,2,32,35,63,2018,"Calendar Year (Jan - Dec), 2018"
4232,"KOMATICHERUVU,SIDDIPETTOWN,SIDIPETDISTRICT",TANK,2018,TELANGANA,21,30,6.5,8.6,7.3,8,667,740,4,9,4.1,12.8,2,62,32,70,2018,"Calendar Year (Jan - Dec), 2018"
4233,"GADDAPOTHARAMCHERUVU,GADDAPOTHARAMVILLAGE,JINN",TANK,2018,TELANGANA,23,28,2.5,8.5,6.6,7.3,4760,5430,18,30,20.3,32.4,4,10,100,154,2018,"Calendar Year (Jan - Dec), 2018"
4236,PEDDACHERUVU(NACHARAMCHERUVU),TANK,2018,TELANGANA,26,29,0,1,6.9,7.6,146,1550,20,30,4,69.5,2,800,23,1600,2018,"Calendar Year (Jan - Dec), 2018"
4237,"MULLAKATWACHERUVU,JITECHCITY,MADHAPUR,",TANK,2018,TELANGANA,26,29,0,4.3,7.2,8.6,1204,1843,14,57,0.3,56,2,420,19,1600,2018,"Calendar Year (Jan - Dec), 2018"
4238,"AMEENPURCHERUVU,AMEENPUR(V&M)SANGAREDDYDIST",TANK,2018,TELANGANA,25,29,6.2,7.4,6.9,8,1077,1268,6,13,20.4,28.4,6,10,79,180,2018,"Calendar Year (Jan - Dec), 2018"
4239,MAHABOOBSAGARTANKSANGAREDDY(V&M)SANGAREDDYD,TANK,2018,TELANGANA,24,28,6.5,6.9,7,8.5,1030,1282,5,12,10.3,19.3,2,12,27,162,2018,"Calendar Year (Jan - Dec), 2018"
4240,"MUTHANGITANK,MUTHANGI(V),PATANCHERU(M)SANGAR",TANK,2018,TELANGANA,23,28,5.2,7.1,5.5,8.3,1138,1280,4,10,0,26.5,2,60,25,48,2018,"Calendar Year (Jan - Dec), 2018"
4241,"CHITKULTANK,CHITKUL(V)PATANCHERU(M)SANGAREDD",TANK,2018,TELANGANA,25,28,5.6,6.8,6.5,7.9,1692,1944,4,13,20.5,32.6,3,6,38,100,2018,"Calendar Year (Jan - Dec), 2018"
4242,"LAKADARAMCHERUVU,LAKADARAM(V)PATANCHERU(M)SA",TANK,2018,TELANGANA,25,26,4.2,6.2,7.2,8.1,1442,1866,3.2,5,0,50,2,3,26,70,2018,"Calendar Year (Jan - Dec), 2018"
4243,"ISNAPURTANK,ISNAPUR(V)PATANCHERU9M)SANGAREDD",TANK,2018,TELANGANA,24,28,2.5,6.5,6.7,7.9,5930,8793,3,88,38.9,59.9,2,12,70,136,2018,"Calendar Year (Jan - Dec), 2018"
4244,"YERDANOORTANK,YERDANOOR(V)SANGAREDDYDISTRICT",TANK,2018,TELANGANA,24,29,6.6,7.9,6.9,8,1065,2871,4,11.8,30.3,45.3,2,4,29,90,2018,"Calendar Year (Jan - Dec), 2018"
4245,MALLEPALLYTANKMALLEPALLY(V)KONDAPUR(M)SANGAR,TANK,2018,TELANGANA,25,28,6.1,7.6,7.2,8.7,1640,4320,4.8,14,16.6,48.3,2,6,36,110,2018,"Calendar Year (Jan - Dec), 2018"
4247,"MUCHARLANAGARAMCHERUVU,WARANGAL",TANK,2018,TELANGANA,25,28,2.6,4.7,6.9,9,909,1320,10,18,2,15.5,2,94,69,480,2018,"Calendar Year (Jan - Dec), 2018"
4248,"KOTICHERUVU,HANAMKONDA,WARANGAL",TANK,2018,TELANGANA,25,30,1.6,5.4,6.9,7.8,1012,1240,6,26,2.1,10.8,2,43,94,468,2018,"Calendar Year (Jan - Dec), 2018"
4249,"RANGASAMUDRAM,WARANGAL",TANK,2018,TELANGANA,25,29.5,2.1,4.6,7.4,7.9,1014,1821,8,16,0.6,2.4,2,52,32,481,2018,"Calendar Year (Jan - Dec), 2018"
4302,"RUDRARAMTANK,RUDRARAM(V)PATANCHERU(M)SANGARED",TANK,2018,TELANGANA,21,28,3.2,7.4,6.6,7.2,2071,2814,7,14,22.5,38.6,2,65,36,96,2018,"Calendar Year (Jan - Dec), 2018"
1727,"LAXMINARAYANBARIPALACECOMPOUND,TRIPURA",LAKE,2018,TRIPURA,20.5,30,6.3,8.5,6.9,9,71,159,0.2,1,0.2,0.7,110,150,220,280,2018,"Calendar Year (Jan - Dec), 2018"
1728,"RUDRASAGAR,SONUMURA,TRIPURA",LAKE,2018,TRIPURA,20.5,29.5,5.9,8.3,6.1,8.4,107,187,0.6,2.9,0.3,0.8,110,170,210,350,2018,"Calendar Year (Jan - Dec), 2018"
3391,"DHAMBURLAKE,DHALAI",LAKE,2018,TRIPURA,20.5,29,6.1,7.9,6.3,8,61,139,0.2,0.8,0.2,0.5,94,170,210,280,2018,"Calendar Year (Jan - Dec), 2018"
4193,DIMASAGARLAKE,LAKE,2018,TRIPURA,24,28.5,7.3,8.4,7.1,7.9,110,187,0.7,2.4,0.3,0.7,130,280,240,480,2018,"Calendar Year (Jan - Dec), 2018"
3392,"SHIPAHIJALAPOND,WESTTRIPURA",POND,2018,TRIPURA,20,29,5.1,6.9,6.8,8.7,69,142,0.2,0.7,0.1,0.6,110,170,210,350,2018,"Calendar Year (Jan - Dec), 2018"
3393,"BRAMAKUNDAPOND,WESTTRIPURA",POND,2018,TRIPURA,20.5,30,5.2,7.4,6.7,8.8,72,157,0.2,0.9,0.2,0.7,110,170,220,280,2018,"Calendar Year (Jan - Dec), 2018"
3394,"KALYANSAGARATMATARBARI,SOUTHTRIPURA",POND,2018,TRIPURA,21,29,6.5,8.9,7,9,86,164,0.4,1.2,0.2,0.8,140,240,220,430,2018,"Calendar Year (Jan - Dec), 2018"
3395,"MAHADEBDIGHI,SOUTHTRIPURA",POND,2018,TRIPURA,21,29,6.9,8.6,7,8.8,73,149,0.2,1.1,0.1,0.8,110,170,220,350,2018,"Calendar Year (Jan - Dec), 2018"
3396,"JAGANNATHDIGHI,SOUTHTRIPURA",POND,2018,TRIPURA,21,29,6.7,8.9,6.8,8.9,82,167,0.2,1.2,0.2,0.4,110,170,220,350,2018,"Calendar Year (Jan - Dec), 2018"
4194,LALBAHADURDIGHIPOND,POND,2018,TRIPURA,24,28.5,5.5,7.3,6.3,7.1,110,216,0.6,2.7,0.3,0.5,120,170,220,350,2018,"Calendar Year (Jan - Dec), 2018"
4195,DURGABARIPOND,POND,2018,TRIPURA,24.5,29,6.2,7,7.3,8.3,122,213,0.5,2.6,0.3,0.5,120,240,220,350,2018,"Calendar Year (Jan - Dec), 2018"
4196,RADHANAGARPOND,POND,2018,TRIPURA,24.5,29,7.6,8.8,6.8,7.4,132,215,0.8,3.8,0.4,0.8,130,280,240,430,2018,"Calendar Year (Jan - Dec), 2018"
4197,CHATURDASHDEBATABARIPOND,POND,2018,TRIPURA,23.5,28.5,7.1,7.9,7,7.9,106,178,0.5,2,0.3,0.5,110,170,220,280,2018,"Calendar Year (Jan - Dec), 2018"
